,Title,Relevant
2203,possible developments in the treatment of critical covid-19 #2,1
2204,covid crisis breathes life into local production of ventilators,1
2205,covid-19 patient says she didn't recognize body after undergoing a double lung transplant,1
2206,the future tech required to make working from home permanent,1
2207,listen: is human touch necessary?,1
2208,paola antonelli and alice rawsthorn on design as a powerful tool of change,1
2209,covid survivor didn't recognizer her body after double transplant,1
2210,ketones and low carb in the time of covid-19: helpful or harmful speculation?,1
2211,to mask or not to mask?,1
2212,who moves to update covid-19 guidance after ògreat news in drug study - kashmir observer,1
2213,"coronavirus: there's still so much we don't know about the virus that has claimed over 900,000 lives",1
2214,lessons from the covid-19 pandemic provide a blueprint for the climate emergency,1
2215,how protolabs plays a crucial role in the covid-19 battle,1
2216,what actually happens when you go on a ventilator for covid-19?,1
2217,ventilator shortage sparks technology partnership between respiraworks and integrated computer solutions (ics),1
2218,kenya: all set for beginning of clinical trial for three possible covid-19 drugs,1
2219,who gets hospitalized for covid-19 no minnesota mystery,1
2220,sharpening spade bits,1
2221,"ontario just ordered 10,000 new ventilators for covid-19",1
2222,"resiliency, not a revolution: how 3d printing will change global supply chains",1
2223,india and israel join hands to develop rapid testing for covid-19 in under 30 seconds,1
2224,brandvoice: digital transformation is the auto industrys road to recovery,1
2225,make:cast ì matching talent to opportunity at mhub chicago,1
2226,"trump attacks gm and ford on twitter, demands they make ventilators now",1
2227,why tech didnt save us from covid-19,1
2228,coronavirus | government approves use of dexamethasone,1
2229,hospitals set aside business as usual to combat coronavirus - chicago daily herald,1
2230,will covid-19 pandemic change our beauty routine?,1
2231,business step up as hospitals plead for supplies - the union leader,1
2232,capacity analysis: a custom web mapping solution for understanding the impact of social distancing,1
2233,which coronavirus vaccine will win the race? the clues are in the vial,1
2234,why lying face-down helps relieve coronavirus symptoms,1
2235,sassoon hospital directed to shift 70 ventilators to jumbo facility at coep,1
2236,"what does furlough mean? can i leave my home under shelter-in-place? coronavirus terms, explained",1
2237,"rapid medical device manufacturing for covid-19 response: interview with vicki holt, ceo, protolabs",1
2238,johns hopkins researchers develop robotics system to remotely control ventilators,1
2239,ifixit wants to make fixing medical devices easier during covid-19 pandemic,1
2240,"resmed accelerates release of ventilator telemonitoring platform to enable safer, more efficient patient care",1
2241,cynics paul masvidal reveals his role in helping covid-19 patients,1
2242,"detroit wrapping on ventilator production, returning to cars",1
2243,how the pandemic has driven corporations to reevaluate their purpose,1
2244,"bio roundup: cerevels shell, thrives rise, drug price drama & more",1
2245,hiv drugs touted as weapon in war on coronavirus - france 24,1
2246,the intolerable fragility of american hospitals,1
2247,clinical relevance of low-density plasmodium falciparum parasitemia in untreated febrile children: a cohort study,1
2248,how covid is exposing poor working conditions in the u.s.,1
2249,"podcast interview with cmio brett oliver, part 2: úwe wont go back to the status quo.ù",1
2250,here's why the who says a coronavirus vaccine is 18 months away - health24,1
2251,10 examples of how to use data to pitch press during covid-19,1
2252,am i immune to covid-19 if i have antibodies?,1
2253,are you immune to covid-19 if you have antibodies?,1
2254,ceos of pr firms like edelman and bcw explain why they think they're positioned to win share from advertising and consulting,1
2255,factorial raises $16m to take on the hr world with a platform for smbs,1
2256,embrace a little chaos when innovating under pressure,1
2257,ford temporarily suspends production in north american factories,1
2258,japan looks to ai as coronavirus challenges go-and-see quality control mantra - reuters india,1
2259,japan looks to ai as coronavirus challenges go-and-see quality control mantra - reuters,1
2260,businesses going wild on sanitizing but not requiring masks: why?????,1
2261,japan explores ai as the pandemic curbs in-person quality control,1
2262,why licensing is the key to discovery,1
2263,"tata sons, sree chitra tirunal institute partner for production of covid-19 test kits",1
2264,why vaping might increase your risk of getting covid-19,1
2265,how covid-19 is making scientific research more transparent,1
2266,are you safe from covid-19 if youve had the common cold?,1
2267,researchers tested 47 old drugs that might treat the coronavirus î these where the results,1
2268,latest on global search for coronavirus vaccine: oxford vaccine protects monkeys from covid,1
2269,how working from home is is demolishing traditional office hierarchies,1
2270,engineer explains how nobel prize-winning crispr technique works,1
2271,labs experiment with new and unproven methods to create covid-19 vaccine,1
2272,a reopened dutch restaurant is using robots to implement social distancing by serving and seating customers î see how it works,1
2273,how to use all the new iphone and ipad features in ios and ipados 13.5,1
2274,digital technologies will help build resilient communities after the coronavirus pandemic,1
2275,link pack,1
2276,should you use an airline sleep mask as a face cover during coronavirus?,1
2277,buildings have their own microbiomesîwe're striving to make them healthy places,1
2278,rethink your website: customer experience platform with a revops perspective,1
2279,where are we at with developing a vaccine for coronavirus?,1
2280,dry eyes and foggy glasses: what face masks mean for ocular health,1
2281,when you should consider wearing a mask on public transport,1
2282,"even if you're healthy, you should probably be wearing a mask on public transport î here's why - business insider india",1
2283,how artists are trying to solve the worlds problems,1
2284,using a patient-reported outcome to improve detection of cognitive impairment and dementia: the patient version of the quick dementia rating system (qdrs),1
2285,human coronavirus alone or in co-infection with rhinovirus c is a risk factor for severe respiratory disease and admission to the pediatric intensive care unit: a one-year study in southeast brazil,1
2286,coronavirus knowledge: how to wear your facemask the right way,1
2287,reassessing therapeutic antibodies for neglected and tropical diseases,1
2288,òits just completely upended everything. giving birth during a pandemic delivers host of frightening challenges,1
2289,pm lee dons handmade pixelated camo reusable mask in latest facebook profile photo,1
2290,"florida tech engineers,scientists use 3d printers to make face shields for health workers battling covid-19 | - spacecoastdaily.com",1
2291,how plume is using mobile technology and telehealth to build a healthcare company for the trans community,1
2292,ip protection and the open covid cure chase,1
